TenantId,"TimeGenerated [UTC]",SourceSystem,Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,MG,"TimeCollected [UTC]",ManagementGroupName,AccessList,AccessMask,AccessReason,AccountDomain,AccountExpires,AccountName,AccountSessionIdentifier,AdditionalInfo,AdditionalInfo2,AllowedToDelegateTo,Attributes,AuditPolicyChanges,AuditsDiscarded,AuthenticationLevel,AuthenticationPackageName,AuthenticationProvider,AuthenticationServer,AuthenticationService,AuthenticationType,CACertificateHash,CalledStationID,CallerProcessId,CallerProcessName,CallingStationID,CAPublicKeyHash,CategoryId,CertificateDatabaseHash,ClassId,ClassName,ClientAddress,ClientIPAddress,ClientName,CommandLine,CompatibleIds,DCDNSName,DeviceDescription,DeviceId,DisplayName,Disposition,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,EAPType,ElevatedToken,ErrorCode,ExtendedQuarantineState,FailureReason,FileHash,FilePath,FilePathNoUser,Filter,ForceLogoff,Fqbn,FullyQualifiedSubjectMachineName,FullyQualifiedSubjectUserName,GroupMembership,HandleId,HardwareIds,HomeDirectory,HomePath,ImpersonationLevel,InterfaceUuid,IpAddress,IpPort,KeyLength,LmPackageName,LocationInformation,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LoggingResult,LogonGuid,LogonHours,LogonID,LogonProcessName,LogonType,LogonTypeName,MachineAccountQuota,MachineInventory,MachineLogon,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NASIdentifier,NASIPv4Address,NASIPv6Address,NASPort,NASPortType,NetworkPolicyName,NewDate,NewMaxUsers,NewProcessId,NewProcessName,NewRemark,NewShareFlags,NewTime,NewUacValue,NewValue,NewValueType,ObjectName,ObjectServer,ObjectType,ObjectValueName,OemInformation,OldMaxUsers,OldRemark,OldShareFlags,OldUacValue,OldValue,OldValueType,OperationType,PackageName,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreviousDate,PreviousTime,PrimaryGroupId,PrivateKeyUsageCount,PrivilegeList,Process,ProcessId,ProcessName,Properties,ProfilePath,ProtocolSequence,ProxyPolicyName,QuarantineHelpURL,QuarantineSessionID,QuarantineSessionIdentifier,QuarantineState,QuarantineSystemHealthResult,RelativeTargetName,RemoteIpAddress,RemotePort,Requester,RequestId,RestrictedAdminMode,RowsDeleted,SamAccountName,ScriptPath,SecurityDescriptor,ServiceAccount,ServiceFileName,ServiceName,ServiceStartType,ServiceType,SessionName,ShareLocalPath,ShareName,SidHistory,Status,SubjectAccount,SubcategoryGuid,SubcategoryId,Subject,SubjectDomainName,SubjectKeyIdentifier,SubjectLogonId,SubjectMachineName,SubjectMachineSID,SubjectUserName,SubjectUserSid,SubStatus,TableId,TargetAccount,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetOutboundDomainName,TargetOutboundUserName,TargetServerName,TargetSid,TargetUser,TargetUserName,TargetUserSid,TemplateContent,TemplateDSObjectFQDN,TemplateInternalName,TemplateOID,TemplateSchemaVersion,TemplateVersion,TokenElevationType,TransmittedServices,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VendorIds,Workstation,WorkstationName,PartitionKey,RowKey,StorageAccount,AzureDeploymentID,AzureTableName,Type,"_ResourceId"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:07.433 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""HandleId"">0x3cc</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
</EventData>",4658,"4658 - The handle to an object was closed.","7089f665-790a-4c1f-b5f1-3272038e7702","e6b11015-0b51-410a-894c-94bb29c68195","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x3cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security,,,,,,,,,,,,,,,,,,,,,"regedit.exe",0xc64,"C:\Windows\regedit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:07.433 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12807,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""SourceHandleId"">0x3cc</Data>
  <Data Name=""SourceProcessId"">0xc64</Data>
  <Data Name=""TargetHandleId"">0x27f4</Data>
  <Data Name=""TargetProcessId"">0x4</Data>
</EventData>",4690,"4690 - An attempt was made to duplicate a handle to an object.","7089f665-790a-4c1f-b5f1-3272038e7702","9b0f4f75-203b-4f78-824a-9aa2ad84cbe3","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:07.433 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""HandleId"">0x27f4</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
</EventData>",4658,"4658 - The handle to an object was closed.","7089f665-790a-4c1f-b5f1-3272038e7702","d0584ab8-c3f8-4390-bc38-3149c7cecddd","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x27f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security,,,,,,,,,,,,,,,,,,,,,"regedit.exe",0xc64,"C:\Windows\regedit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:07.433 PM",OpsManager,,,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""ObjectType"">Key</Data>
  <Data Name=""ObjectName"">\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3</Data>
  <Data Name=""HandleId"">0x3cc</Data>
  <Data Name=""TransactionId"">{00000000-0000-0000-0000-000000000000}</Data>
  <Data Name=""AccessList"">%%1537 				%%1538 				%%1539 				%%1540 				%%4432 				%%4433 				%%4434 				%%4435 				%%4436 				%%4437 				</Data>
  <Data Name=""AccessReason"">-</Data>
  <Data Name=""AccessMask"">0xf003f</Data>
  <Data Name=""PrivilegeList"">-</Data>
  <Data Name=""RestrictedSidCount"">0</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
  <Data Name=""ResourceAttributes"">-</Data>
</EventData>",4656,"4656 - A handle to an object was requested.","7089f665-790a-4c1f-b5f1-3272038e7702","c1e4102b-0de4-45e9-963b-c7bb6e10c270","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:07.434 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""ObjectType"">Key</Data>
  <Data Name=""ObjectName"">\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3</Data>
  <Data Name=""HandleId"">0x3cc</Data>
  <Data Name=""AccessList"">%%4432 				</Data>
  <Data Name=""AccessMask"">0x1</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
  <Data Name=""ResourceAttributes"">-</Data>
</EventData>",4663,"4663 - An attempt was made to access an object.","7089f665-790a-4c1f-b5f1-3272038e7702","2f235522-c7f7-4f90-9152-17ad60ad54c4","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de","%%4432 				",0x1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x3cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3",Security,Key,,,,,,,,,,,,,,,,,,,,"regedit.exe",0xc64,"C:\Windows\regedit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:11.827 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectServer"">Security</Data>
  <Data Name=""ObjectType"">Key</Data>
  <Data Name=""ObjectName"">\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3</Data>
  <Data Name=""HandleId"">0x3cc</Data>
  <Data Name=""AccessList"">%%4433 				</Data>
  <Data Name=""AccessMask"">0x2</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
  <Data Name=""ResourceAttributes"">-</Data>
</EventData>",4663,"4663 - An attempt was made to access an object.","7089f665-790a-4c1f-b5f1-3272038e7702","2805441a-f4fb-41a9-8566-3572cee7e237","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de","%%4433 				",0x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x3cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3",Security,Key,,,,,,,,,,,,,,,,,,,,"regedit.exe",0xc64,"C:\Windows\regedit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:11.828 PM",OpsManager,"KUSTOWORKS\Administrator",User,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12801,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-21-1214773069-179022583-67152662-500</Data>
  <Data Name=""SubjectUserName"">Administrator</Data>
  <Data Name=""SubjectDomainName"">KUSTOWORKS</Data>
  <Data Name=""SubjectLogonId"">0x45e1f6</Data>
  <Data Name=""ObjectName"">\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3</Data>
  <Data Name=""ObjectValueName"">Value1.3.3</Data>
  <Data Name=""HandleId"">0x3cc</Data>
  <Data Name=""OperationType"">%%1905</Data>
  <Data Name=""OldValueType"">%%1873</Data>
  <Data Name=""OldValue"">Value1.3.3</Data>
  <Data Name=""NewValueType"">%%1873</Data>
  <Data Name=""NewValue"">Value1.3.3+</Data>
  <Data Name=""ProcessId"">0xc64</Data>
  <Data Name=""ProcessName"">C:\Windows\regedit.exe</Data>
</EventData>",4657,"4657 - A registry value was modified.","7089f665-790a-4c1f-b5f1-3272038e7702","76c441a4-dc6b-4d50-a28b-5f8780ff6840","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x3cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Value1.3.3+","%%1873","\REGISTRY\MACHINE\SOFTWARE\KustoWorks\Subkey1\Subkey1.3",,,"Value1.3.3",,,,,,"Value1.3.3","%%1873","%%1905",,,,,,,,,,,"regedit.exe",0xc64,"C:\Windows\regedit.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUSTOWORKS\Administrator",,,,KUSTOWORKS,,0x45e1f6,,,Administrator,"S-1-5-21-1214773069-179022583-67152662-500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:15.097 PM",OpsManager,,,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12810,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""ProcessId"">1068</Data>
  <Data Name=""Application"">\device\harddiskvolume3\windows\system32\svchost.exe</Data>
  <Data Name=""SourceAddress"">::</Data>
  <Data Name=""SourcePort"">51996</Data>
  <Data Name=""Protocol"">17</Data>
  <Data Name=""FilterRTID"">0</Data>
  <Data Name=""LayerName"">%%14608</Data>
  <Data Name=""LayerRTID"">36</Data>
</EventData>",5158,"5158 - The Windows Filtering Platform has permitted a bind to a local port.","7089f665-790a-4c1f-b5f1-3272038e7702","61b8fd19-b384-4f5b-8ad3-aa57de1ded69","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:15.098 PM",OpsManager,,,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12810,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""ProcessId"">1068</Data>
  <Data Name=""Application"">\device\harddiskvolume3\windows\system32\svchost.exe</Data>
  <Data Name=""SourceAddress"">::</Data>
  <Data Name=""SourcePort"">51996</Data>
  <Data Name=""Protocol"">17</Data>
  <Data Name=""FilterRTID"">0</Data>
  <Data Name=""LayerName"">%%14608</Data>
  <Data Name=""LayerRTID"">38</Data>
</EventData>",5158,"5158 - The Windows Filtering Platform has permitted a bind to a local port.","7089f665-790a-4c1f-b5f1-3272038e7702","0e78ed33-42b2-4851-b07f-02256b4eef1a","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
"57a7a2b4-59ef-4866-a717-40d6e6b293de","10/31/2022, 7:35:15.098 PM",OpsManager,,,"FS2022.kustoworks.com","Microsoft-Windows-Security-Auditing",Security,12810,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""ProcessID"">1068</Data>
  <Data Name=""Application"">\device\harddiskvolume3\windows\system32\svchost.exe</Data>
  <Data Name=""Direction"">%%14593</Data>
  <Data Name=""SourceAddress"">192.168.1.9</Data>
  <Data Name=""SourcePort"">51996</Data>
  <Data Name=""DestAddress"">192.168.1.7</Data>
  <Data Name=""DestPort"">53</Data>
  <Data Name=""Protocol"">17</Data>
  <Data Name=""InterfaceIndex"">5</Data>
  <Data Name=""FilterOrigin"">Unknown</Data>
  <Data Name=""FilterRTID"">68749</Data>
  <Data Name=""LayerName"">%%14611</Data>
  <Data Name=""LayerRTID"">48</Data>
  <Data Name=""RemoteUserID"">S-1-0-0</Data>
  <Data Name=""RemoteMachineID"">S-1-0-0</Data>
</EventData>",5156,"5156 - The Windows Filtering Platform has allowed a connection.","7089f665-790a-4c1f-b5f1-3272038e7702","752395aa-4480-41ff-b6b4-bf6e46834a86","00000000-0000-0000-0000-000000000001","10/31/2022, 7:35:39.479 PM","AOI-57a7a2b4-59ef-4866-a717-40d6e6b293de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,"/subscriptions/e174f759-39db-49b8-b8bc-15cf9abca0f3/resourcegroups/filesharelab/providers/microsoft.hybridcompute/machines/fs2022"
